PIT tag number/ID,Tube Label,Year of capture,Date of capture,Island,Site,Sex,PCL (cm),TL (cm),DOB,Father,Mother
41363F7122,F7122,1999,5/25/1999,BIM,NOS,M,51.2,65.2,1999,MALE#0089,FEMALE#010
4137157A30; 41363A347A,57A30; A347A,1999,5/25/1999,BIM,NOS,M,48.8,63.4,1999,MALE#0068,FEMALE#031
4136323203,23203,1999,5/26/1999,BIM,NOS,M,45.9,60.1,1999,MALE#5026,A4D11
4136331945,31945,1999,5/26/1999,BIM,NOS,F,46.1,60.4,1999,MALE#0081,FEMALE#033
4136335677,35677,1999,5/26/1999,BIM,NOS,M,46.5,60.6,1999,MALE#5034,FEMALE#012
4136365041,65041,1999,5/26/1999,BIM,NOS,M,58.1,74.4,1998,MALE#5142,FEMALE#035
4136383007,83007,1999,5/26/1999,BIM,NOS,F,50.1,64.3,1999,MALE#0031/MALE#0053,FEMALE#018
4136331A52,31A52,1999,5/26/1999,BIM,NOS,M,49,63.2,1999,MALE#5028,FEMALE#016
4136344F13,44F13,1999,5/26/1999,BIM,NOS,M,48,62.7,1999,MALE#0031/MALE#0053,FEMALE#018
413635180D; 42304B0817,5180D; B0817,1999,5/26/1999,BIM,NOS,F,49.2,63.1,1999,MALE-no geno11,FEMALE#020
4136356A3D,56A3D; B1-40,1999,5/26/1999,BIM,NOS,F,48.4,62.3,1999,MALE#0031/MALE#0053,FEMALE#018
4136362C19,62C19,1999,5/26/1999,BIM,NOS,F,49.2,63.9,1999,MALE#0049,FEMALE#016
413637244B,7244B,1999,5/26/1999,BIM,NOS,F,46.4,60.2,1999,MALE#5039,FEMALE#033
4136410B72,10B72; B1-21,1999,5/26/1999,BIM,NOS,F,46.8,60.9,1999,MALE#0027,A4D11
41367C5A62,C5A62,1999,5/26/1999,BIM,NOS,F,55.7,71.4,1998,MALE#0017,FEMALE#005
4136397553,97553,1999,5/27/1999,BIM,NOS,M,49.9,64.4,1999,MALE#0029,FEMALE#011
413640250D,0250D,1999,5/27/1999,BIM,NOS,F,47,60.4,1999,MALE#0036,34556
413640616E,0616E,1999,5/27/1999,BIM,NOS,F,46,59.1,1999,,FEMALE#032
41367A1121,A1121; B1-47,1999,5/27/1999,BIM,NOS,F,48,62.6,1999,MALE#0031/MALE#0053,FEMALE#018
41367A7D07,A7D07,1999,5/27/1999,BIM,NOS,M,49.6,63.7,1999,MALE#0031/MALE#0053,FEMALE#018
41367B525B,B525B; B-9,1999,5/27/1999,BIM,NOS,F,54,69.4,1998,MALE#0017,FEMALE#005
4136422053,22053,1999,5/28/1999,BIM,NOS,F,56.3,73.4,1999,,
41367A162C,A162C; DEAD49?,1999,5/28/1999,BIM,NOS,F,50.2,64.5,1999,MALE#5031,FEMALE#030
41367A341B,A341B,1999,5/29/1999,BIM,NOS,M,50.2,64.7,1999,MALE#0029,FEMALE#011
41367A5776,A5776; B1-89,1999,5/31/1999,BIM,SHL,F,48.8,63.3,1999,MALE#5041,FEMALE#006
41367A7C24,A7C24,1999,5/31/1999,BIM,SHL,F,49.2,64.1,1999,MALE#0048,MAMA
41367B0E00,B0E00,1999,5/31/1999,BIM,SHL,F,48.5,62.7,1999,MALE#0027,MAMA
41367B3015,B3015; B1-80,1999,5/31/1999,BIM,SHL,M,47.2,60.4,1999,MALE#5035,FEMALE#021
41367B590A,B590A,1999,5/31/1999,BIM,SHL,F,50,64.6,1999,MALE#0027,MAMA
41367C0A65,C0A65,1999,5/31/1999,BIM,SHL,M,47.9,61.6,1999,MALE#5040,FEMALE#006
41367C2137; 4142391274,C2137; 91274; B1-114,1999,5/31/1999,BIM,SHL,M,49.2,63.2,1999,MALE#0032,FEMALE#012
41367C4B3F,C4B3F,1999,5/31/1999,BIM,SHL,M,48.6,62.5,1999,MALE#0013,FEMALE#003
41367C571D,C571D,1999,5/31/1999,BIM,SHL,F,49.2,63.1,1999,,
41367D1C21,D1C21,1999,5/31/1999,BIM,SHL,F,49.2,63.1,1999,MALE#5030,FEMALE#030
41367D3773; 4142335A7B,D3773; 35A7B,1999,5/31/1999,BIM,SHL,F,44.7,57.8,1999,,FEMALE#032
41367D7F4C,D7F4C; B1-78,1999,5/31/1999,BIM,SHL,F,50.2,65.3,1999,,
41367F055D,F055D,1999,5/31/1999,BIM,SHL,F,46.8,60.2,1999,MALE#5029,FEMALE#029
41367F1717; NS2000-8,F1717; DEAD62; NS2000-8,1999,5/31/1999,BIM,SHL,M,50.1,64.3,1999,MALE#0054,FEMALE#019
41371A1975; 41367A715B,A1975; A715B; B1-67,1999,5/31/1999,BIM,SHL,F,49.7,64.2,1999,MALE#0049,FEMALE#016
4136757347,57347,1999,6/1/1999,BIM,SHL,F,48.5,63.1,1999,,FEMALE#036
4136760942,60942,1999,6/1/1999,BIM,SHL,M,50.6,65.4,1999,MALE#0046,FEMALE#010
4136765103,65103,1999,6/1/1999,BIM,SHL,F,48.7,63,1999,MALE#0068,FEMALE#031
4136765214,65214,1999,6/1/1999,BIM,SHL,F,57.1,73.7,1996/1997,MALE#5012,FEMALE#009
4136770324,70324,1999,6/1/1999,BIM,SHL,F,56.6,73.5,1998,,FEMALE#027
4136740A32,40A32,1999,6/1/1999,BIM,SHL,M,51.5,66.6,1999,MALE#0046,FEMALE#010
4136741D41,41D41; B1-130,1999,6/1/1999,BIM,SHL,M,45.2,58.4,1999,MALE#5029,FEMALE#029
413674387B,4387B,1999,6/1/1999,BIM,SHL,F,47.2,61.1,1999,MALE#5029,FEMALE#029
4136744B68,44B68,1999,6/1/1999,BIM,SHL,M,53.8,69.5,1997,,FEMALE#036
413675067A,5067A,1999,6/1/1999,BIM,SHL,F,46.5,60.1,1999,MALE#5029,FEMALE#029
413675244D,5244D,1999,6/1/1999,BIM,SHL,F,48.2,62.1,1999,,
4136752932; 4137180D76,52932; 80D76,1999,6/1/1999,BIM,SHL,M,46.6,60.3,1999,MALE-no geno11,FEMALE#020
4136753C75,53C75,1999,6/1/1999,BIM,SHL,F,59.7,77.4,1997,,FEMALE#016
4136760B76,60B76; B1-123,1999,6/1/1999,BIM,SHL,F,46.2,59.4,1999,MALE#5026,A4D11
4136763B0B,63B0B; B1-154,1999,6/1/1999,BIM,SHL,M,57.6,74.6,1998,MALE#0017,FEMALE#005
4136770F78,70F78; B1-131,1999,6/1/1999,BIM,SHL,M,45.2,58.9,1999,MALE#0032,FEMALE#012
41367F2067,F2067,1999,6/1/1999,BIM,SHL,F,47.8,61.2,1999,,FEMALE#028
41367F2902,F2902; B1-122,1999,6/1/1999,BIM,SHL,M,49.9,64.1,1999,MALE#0054,FEMALE#019
41367F3B48,F3B48,1999,6/1/1999,BIM,SHL,F,56.9,73.6,1998,MALE#0013,FEMALE#003
41367F4C41,F4C41,1999,6/1/1999,BIM,SHL,M,49.5,64.4,1999,MALE#0048,MAMA
41367F7254,F7254,1999,6/1/1999,BIM,SHL,M,49.5,63.4,1999,MALE#0032,FEMALE#012
4142393A31; 413677392B,93A31; 7392B,1999,6/1/1999,BIM,SHL,M,47.1,60.5,1999,MALE#0033,FEMALE#012
4136775951,75951,1999,6/2/1999,BIM,SHL,M,46.3,60.5,1999,,FEMALE#032
4136777037,77037,1999,6/3/1999,BIM,SHL,F,45.2,58.8,1999,MALE#0027,A4D11
4136791548,91548,1999,6/3/1999,BIM,SHL,F,48.4,62.6,1999,MALE#0033,FEMALE#012
4136795412,95412; B1-146,1999,6/3/1999,BIM,SHL,F,49.3,63.9,1999,MALE#0068,FEMALE#031
4.14E+25,91E19; DEAD48,1999,6/3/1999,BIM,SHL,M,50.3,65,1999,MALE#5027,FEMALE#016
4136770A41,70A41,1999,6/3/1999,BIM,SHL,M,48,61.9,1999,MALE#0033,FEMALE#012
4136777E5F,77E5F,1999,6/3/1999,BIM,SHL,F,48.3,62.1,1999,MALE#0032,FEMALE#012
4136782B49,82B49,1999,6/3/1999,BIM,SHL,M,48.9,63.7,1999,MALE#0048,MAMA
4136782F53,82F53; B1-64,1999,6/3/1999,BIM,SHL,F,49.8,64.1,1999,MALE#0049,FEMALE#016
4136784B33,84B33,1999,6/3/1999,BIM,SHL,M,50,64.6,1999,MALE#0048,MAMA
4136794F3D,94F3D,1999,6/3/1999,BIM,SHL,F,49.1,63.2,1999,MALE#5040,FEMALE#006
413679531F; 4142395423,9531F; 95423,1999,6/3/1999,BIM,SHL,M,48.3,61.6,1999,MALE#5034,FEMALE#012
41371F2A07; 4136780522,F2A07; 80522,1999,6/3/1999,BIM,SHL,M,50.5,65.6,1999,MALE#0046,FEMALE#010
414233096B,3096B,1999,6/3/1999,BIM,SHL,M,59.2,76.7,1997,MALE#5050,FEMALE#051
4142336B25,36B25,1999,6/3/1999,BIM,SHL,F,55.3,71.8,1998,MALE#5013,FEMALE#009
4142337F41,37F41; DEAD49?,1999,6/3/1999,BIM,SHL,F,62.2,79.8,,MALE#0044,FEMALE#010
4142353B49,53B49,1999,6/3/1999,BIM,SHL,M,49.2,64.1,1999,MALE#0048,MAMA
4142353402,53402,1999,6/4/1999,BIM,SHL,M,49.4,63.6,1999,MALE#0049,FEMALE#016
4142363645,63645; B1-98?,1999,6/4/1999,BIM,SHL,M,47.2,61.2,1999,MALE#5025,A4D11
4142365132,65132; B1-54,1999,6/4/1999,BIM,SHL,F,55.4,71.9,1998,MALE#0017,FEMALE#005
4142375126,75126,1999,6/4/1999,BIM,SHL,M,48.5,62.5,1999,,
4142360F5D,60F5D,1999,6/4/1999,BIM,SHL,F,51.1,66.8,1999,MALE#0046,FEMALE#010
4142362D6A,62D6A,1999,6/4/1999,BIM,SHL,F,49.5,63.6,1999,MALE#0012,34556
4142371D03,71D03; B1-98?,1999,6/4/1999,BIM,SHL,F,50,65.6,1999,MALE#0048,MAMA
4142380109,80109,1999,6/5/1999,BIM,SHL,F,58.9,76.5,,,
4142386173,86173,1999,6/5/1999,BIM,SHL,M,49.1,63.6,1999,MALE#5031,FEMALE#030
4142390733,90733,1999,6/5/1999,BIM,SHL,M,47.6,61.4,1999,MALE#0030,FEMALE#011
4142391040,91040,1999,6/5/1999,BIM,SHL,F,76.6,99,,,
414238221D,8221D,1999,6/5/1999,BIM,SHL,F,49.9,64.6,1999,MALE#5030,FEMALE#030
4142387C72,87C72,1999,6/5/1999,BIM,SHL,M,48.2,62.2,1999,MALE#5030,FEMALE#030
41246E1207,E1207,1999,6/7/1999,BIM,DEEP LEMONLINE,F,135.5,166,,,
41246F017A,F017A,1999,6/7/1999,BIM,DEEP LEMONLINE,M,122,163,,,
41250B2F0F; 4125056316,B2F0F?; 56316,1999,6/7/1999,BIM,DEEP LEMONLINE,M,153,196,,,
41250B545A,B545A,1999,6/8/1999,BIM,DEEP LEMONLINE,F,136,171,,,
412514070E,4070E,1999,6/12/1999,BIM,SE POINT,F,179,239,,,
41425A0421,A0421,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,F,48.2,63,1999,MALE#0029,FEMALE#011
41425A2501,A2501,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,F,49,64.3,1999,MALE#5095,FEMALE#011
41425A287E,A287E,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,M,63.2,82.2,,,FEMALE#019
41425A3351,A3351,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,F,48.6,63.9,1999,MALE#0029,FEMALE#011
41425A3800,A3800,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,F,48.7,64,1999,MALE#0030,FEMALE#011
41425A674C,A674C,1999,6/21/1999,BIM,BIMINI BAY CHANNEL,F,46.4,61.2,1999,,FEMALE#028
41425C0347,C0347,1999,7/6/1999,BIM,NOBELS,F,52.3,68.6,1999,,FEMALE#049
41425C4510,C4510,1999,7/6/1999,BIM,BACK BEACH,F,50.6,66.5,1999,MALE-no geno11,FEMALE#020
41347A4834; 41425C7759,A4834; C7759,1999,7/7/1999,BIM,NOBELS,M,47,61.5,1999,,
41425C6430,C6430,1999,7/7/1999,BIM,NOBELS,F,51.5,67.5,1999,,FEMALE#050
4140635B22,35B22,1999,8/10/1999,BIM,NOBELS,M,55.4,72.2,,MALE#0021,FEMALE#049
4142552975,52975,1999,10/9/1999,BIM,BBFS,M,54.1,70.5,,,FEMALE#049
41423B017A; 4142546A0F,B017A; 46A0F ,1999,10/9/1999,BIM,,M,51.4,67.1,,MALE#0057,FEMALE#026
4142553379; 420E510F32,53379; 10F32,1999,10/31/1999,BIM,LAB DOCK,F,75.5,99.9,,,FEMALE#048
4142576414,76414,1999,11/25/1999,BIM,DP,M,56.1,73.1,,MALE#0021,FEMALE#049
4142625975,25975; B1-192,1999,11/25/1999,BIM,DP,M,52.4,68.8,1999,MALE#0049,FEMALE#016
414265737B,5737B,1999,12/3/1999,BIM,NOBELS,M,56.5,73.7,,MALE#0057,FEMALE#026
4142306C5B; 42352D1A78,06C5B; D1A78,2000,2/12/2000,BIM,SOB,F,52.6,67.9,2000,,
4125146540,46540,2000,2/15/2000,BIM,BFH LEMONLINE,F,112,140,,,
41423A3B61,A3B6A,2000,2/18/2000,BIM,DP,F,55.5,70.2,1999,MALE#0057,FEMALE#026
7F7F3F3905,F3905,2000,2/26/2000,BIM,DP,M,54,69.1,,,
41423F2A24,F2A24,2000,3/14/2000,BIM,NOS,F,47.6,61.6,1999,,FEMALE#032
41423F0E3D,F0E3D,2000,3/17/2000,BIM,NOS,F,52,66.2,,MALE#0032,FEMALE#012
41423F486A,F486A; B1-162,2000,3/17/2000,BIM,NOS,M,48.2,61.4,,MALE#5039,FEMALE#033
4137130437,30437,2000,4/11/2000,BIM,DP,M,56.6,72.6,2000,MALE#0021,FEMALE#049
41250F6C6D,F6C6D,2000,5/10/2000,BIM,LEMONLINE,M,123,159,,,
4137110B1B,10B1B,2000,5/10/2000,BIM,LEMONLINE,M,102,129,,,
4125103B23,03B23,2000,5/11/2000,BIM,LEMONLINE E,M,163,213,,,
4137103B72,03B72,2000,5/11/2000,BIM,LEMONLINE E,F,87,110,,MALE#0048,
41371A6137,A6137,2000,5/11/2000,BIM,LEMONLINE 1,M,81,101,,,
41371E3526,E3526,2000,5/11/2000,BIM,LEMONLINE,M,102,130,,,
420E557E19,5.70E+20,2000,5/11/2000,BIM,LEMONLINE,F,201,256,,,
4125090D5F,90D5F,2000,5/13/2000,BIM,LEMONLINE S,F,137,180,,,
420E576C34,76C34,2000,5/13/2000,BIM,LEMONLINE,F,122,147,,,
41371A363D,A363D,2000,5/21/2000,BIM,NOS,M,45.9,59.2,2000,MALE#0027,FEMALE#001
41371C4F37; 7F7F3F466D; 422F397572,C4F37; F466D; 97572; M-112; R1-40,2000,5/21/2000,BIM,NOS,M,45.4,59.1,2000,,FEMALE#036
4142324E0B,24E0B,2000,5/21/2000,BIM,NOS,F,47.5,61.6,2000,MALE#5003,FEMALE#013
41423C5518,C5518,2000,5/21/2000,BIM,NOS,M,46.3,60,2000,MALE#0021/MALE#0058,FEMALE#008
422F413C23,13C23,2000,5/21/2000,BIM,NOS,F,48.1,62.1,2000,MALE#0900,FEMALE#015
4137115B1C,15B1C,2000,5/23/2000,BIM,NOS,M,45.9,59.6,2000,MALE#5003,FEMALE#013
41371A352A,A352A; B-2,2000,5/23/2000,BIM,NOS,F,48,62.8,2000,MALE#0067,FEMALE#027
4230381800,81800,2000,5/24/2000,BIM,NOS,F,78.6,101.6,,,
4137196B36,96B36,2000,5/25/2000,BIM,NOS,F,49.1,63.6,2000,MALE#0092,FEMALE#005
41371A4134; 421C150A37,A4134; 50A37,2000,5/25/2000,BIM,NOS,M,52.9,67.9,1999,MALE#5038,FEMALE#033
413701043C,1043C,2000,5/27/2000,BIM,NOS,M,54.5,69.5,1999,MALE#5029,FEMALE#029
414232664E,2664E,2000,5/27/2000,BIM,NOS,M,43.9,55.9,2000,MALE#5015,FEMALE#027
413715074B,5074B,2000,5/28/2000,BIM,NOS,M,57.3,72.7,1999,MALE#5032,FEMALE#010
413715332C,5332C,2000,5/28/2000,BIM,NOS,F,56.9,72.2,1999,MALE#0051,FEMALE#017
41423D050B,D050B,2000,5/28/2000,BIM,NOS,F,54.2,70,1999,MALE#0012,34556
4142576B5F,76B5F,2000,5/28/2000,BIM,SHL,M,48.9,62.1,2000,MALE#0027,FEMALE#001
4230376D15,76D15,2000,5/28/2000,BIM,NOS,F,56.3,71.5,1999,MALE#0051,FEMALE#017
NS2000-7,NS2000-7,2000,5/28/2000,BIM,NOS,M,57.3,73.7,1998,,
,DEAD61; NS2000-7,2000,5/28/2000,BIM,NOS,M,57.3,73.7,,MALE#0034,FEMALE#001
4137066217,66217; B1-77,2000,5/31/2000,BIM,SHL,F,48.9,62.9,2000,MALE#0092,FEMALE#005
4137147341,47341,2000,5/31/2000,BIM,SHL,F,45.3,58.1,2000,MALE#5003,FEMALE#013
4137221426,21426; B1-76?,2000,5/31/2000,BIM,SHL,M,49.2,62.5,2000,MALE#5010,
4142321250,21250,2000,5/31/2000,BIM,SHL,F,51,64.6,2000,MALE#0134,FEMALE#001
4.14E+52,3.20E+47,2000,5/31/2000,BIM,SHL,M,49.7,63.6,2000,MALE#0023,FEMALE#003
4137132C72,32C72,2000,5/31/2000,BIM,SHL,F,45.4,57.7,2000,MALE#5011,FEMALE#009
4137147341?,57042,2000,5/31/2000,BIM,SHL,F,45.3,58.1,2000,MALE#5015,FEMALE#027
4137152B14,52B14; B1-144,2000,5/31/2000,BIM,SHL,F,50,64.1,2000,,
4137181360; 411C38412E,81360; 84126; B1-90,2000,5/31/2000,BIM,SHL,F,47.4,60.6,2000,MALE#0027,FEMALE#001
41371A452E,A452E,2000,5/31/2000,BIM,SHL,M,48.9,62.7,2000,MALE#0026,FEMALE#004
41371B7D01,B7D01; B1-124,2000,5/31/2000,BIM,SHL,M,46.1,59.6,2000,MALE#5004,FEMALE#013
41371E0D1D,E0D1D; B1-94,2000,5/31/2000,BIM,SHL,F,54,68.5,1999,MALE#0039,FEMALE#021
41371F5A03,F5A03,2000,5/31/2000,BIM,SHL,F,43.6,56,2000,MALE#5002,FEMALE#119
422F3E5037,E5037,2000,5/31/2000,BIM,SHL,M,121.5,164,,,
4230416B4A,16B4A,2000,5/31/2000,BIM,SHL,M,50.2,64.5,2000,MALE#0900,FEMALE#015
4137127209,27209; B1-66,2000,6/1/2000,BIM,SHL,F,53.4,67.9,1999,MALE#0029,FEMALE#011
4230505309,05309; B1-150,2000,6/1/2000,BIM,SHL,F,58.5,76.1,1999,MALE#5033,FEMALE#031
4.14E+38,7.00E+32,2000,6/1/2000,BIM,SHL,M,50.4,65.1,2000,MALE#0023,FEMALE#003
413710705A,0705A,2000,6/1/2000,BIM,SHL,M,50.7,65.1,1999,MALE#0027,A4D11
4137114F78,14F78,2000,6/1/2000,BIM,SHL,F,49.2,64.2,2000,MALE#0068,FEMALE#015
4137140C0E,40C0E,2000,6/1/2000,BIM,SHL,M,48.7,63.8,2000,MALE#0021/MALE#0058,FEMALE#008
4137143C73,43C73; B1-79?,2000,6/1/2000,BIM,SHL,F,43.5,57.7,2000,MALE#0081,FEMALE#119
4137143F64,43F64,2000,6/1/2000,BIM,SHL,M,50.8,65.4,2000,MALE#0068,FEMALE#015
413715566F,5566F,2000,6/1/2000,BIM,SHL,M,44.2,57.5,2000,MALE#0023,FEMALE#003
413718512D,8512D,2000,6/1/2000,BIM,SHL,F,47.2,60.6,2000,MALE#5021,5.70E+20
41371B707E,B707E,2000,6/1/2000,BIM,SHL,F,57,73.1,1999,MALE#5029,FEMALE#029
41371D0A63,D0A63,2000,6/1/2000,BIM,SHL,M,57.8,74.8,1999,MALE#0049,FEMALE#016
41371E422F,E422F; B1-109,2000,6/1/2000,BIM,SHL,M,58,72.9,1999,MALE#0046,FEMALE#010
41371E7066,E7066; B1-62,2000,6/1/2000,BIM,SHL,M,49.5,63.4,2000,MALE#0023,FEMALE#003
413721627F,1627F; B1-127,2000,6/1/2000,BIM,SHL,F,48.1,62.9,2000,MALE#5007,FEMALE#004
41423B1104,B1104; B1-145,2000,6/1/2000,BIM,SHL,M,47.2,60.9,2000,,
422F305625,5625,2000,6/1/2000,BIM,SHL,M,54.3,69.9,1999,MALE#5024,A4D11
422F434979,34979,2000,6/1/2000,BIM,SHL,F,48.8,62.7,2000,MALE#0021/MALE#0058,FEMALE#008
422F497B00,97B00,2000,6/1/2000,BIM,SHL,M,50.3,65.5,2000,MALE#5022,FEMALE#048
422F4D6F68,D6F68,2000,6/1/2000,BIM,SHL,M,48.1,62,2000,MALE#0023,FEMALE#003
42303C3744; 413718523A,8523A; C3744; B1-52,2000,6/1/2000,BIM,SHL,F,48.5,62.9,2000,MALE#0068,FEMALE#015
7F7F197136,97136,2000,6/1/2000,BIM,SHL,F,50.3,64,2000,MALE#0023,FEMALE#003
4137167112,67112,2000,6/2/2000,BIM,SHL,F,48.2,62.9,2000,,
4142320717,20717; B1-31,2000,6/2/2000,BIM,SHL,F,47,59.5,2000,MALE#0027,FEMALE#001
41347E1D06,E1D06; B1-70,2000,6/2/2000,BIM,SHL,M,51.3,65.7,2000,MALE#0023,FEMALE#003
41370A5C59,A5C59; B1-108,2000,6/2/2000,BIM,SHL,M,46.9,60.4,2000,MALE#0021/MALE#0058,FEMALE#008
4137167112?,67205,2000,6/2/2000,BIM,SHL,F,48.2,62.9,2000,MALE#0001,E172A
413718023D,8023D,2000,6/2/2000,BIM,SHL,M,46.2,60.3,2000,MALE#5021,5.70E+20
41371D552F; 42033E7011,D552F; E7011; B1-107,2000,6/2/2000,BIM,SHL,M,45.6,59,2000,MALE#5001,FEMALE#119
41371F2362,F2362,2000,6/2/2000,BIM,SHL,F,79.3,102.2,,,
4142316F58,16F58,2000,6/2/2000,BIM,SHL,M,56.4,71.1,1999,MALE#5040,FEMALE#006
414232001A,2001A,2000,6/2/2000,BIM,SHL,M,45.5,59.8,2000,MALE#0026,FEMALE#004
4142323A15,23A15; B1-72,2000,6/2/2000,BIM,SHL,F,48.7,63.2,2000,MALE#0021/MALE#0058,FEMALE#008
4142575C2F; 422F3C7F18,75C2F; C7F18,2000,6/2/2000,BIM,SHL,F,57.7,74.3,1998/1999,MALE#0039,FEMALE#021
422F316141,16141; B1-63,2000,6/2/2000,BIM,SHL,F,48.1,59.5,2000,MALE#0027,FEMALE#001
413716550B,6550B; B1-57,2000,6/3/2000,BIM,SHL,M,48.3,62.6,2000,MALE#0134,FEMALE#001
41371E185A,E185A; B1-125,2000,6/3/2000,BIM,SHL,M,51.2,62.7,2000,MALE#0021/MALE#0058,FEMALE#008
411C450C7D,50C7D; B1-84,2000,6/4/2000,BIM,SHL,M,49.9,64.9,2000,MALE#5007,FEMALE#004
4137157042?,61746,2000,6/4/2000,BIM,SHL,M,47.5,62.5,2000,MALE#5010,
41371D7A67,D7A67; B1-155,2000,6/4/2000,BIM,SHL,M,49.6,63.8,2000,MALE#0039,
41371D7E7D,D7E7D; B1-95,2000,6/4/2000,BIM,SHL,F,49.3,63.5,2000,,FEMALE#027
41423F121F,F121F; B1-71,2000,6/4/2000,BIM,SHL,M,49.2,64,2000,MALE#0039,FEMALE#009
422F2C5959,C5959,2000,6/4/2000,BIM,SHL,M,49.5,63.4,2000,MALE#0027,FEMALE#001
422F310521; 423B1A5262,10521; A5262; R1-41,2000,6/4/2000,BIM,SHL,M,46.1,59.5,2000,MALE#0067,FEMALE#027
422F352223,52223; B1-68,2000,6/4/2000,BIM,SHL,M,49,61.7,2000,MALE#0036,FEMALE#014
422F463123,63123,2000,6/4/2000,BIM,SHL,M,49.1,64.9,2000,MALE#0027,FEMALE#001
423041601B,1601B,2000,6/4/2000,BIM,SHL,F,56.3,71.8,1999,MALE#0054,FEMALE#019
4142330620,30620,2000,6/5/2000,BIM,SHL,M,44.9,57.4,2000,MALE#0036,FEMALE#014
4.14E+56,3.40E+51,2000,6/5/2000,BIM,SHL,F,50.1,65.6,2000,MALE#5006,FEMALE#004
4137154D40,54D40,2000,6/5/2000,BIM,SHL,F,51.7,67.5,1999,MALE#5026,A4D11
41371B5A0F; 4230300A1D,B5A0F; 00A1D,2000,6/5/2000,BIM,SHL,F,47.4,60.9,2000,MALE#0036,
4230527F31,27F31,2000,6/5/2000,BIM,SHL,M,53.4,69.8,1999,,FEMALE#028
41423A373D,A373D,2000,6/6/2000,BIM,SHL,M,50,64.8,1999/2000,MALE#5009,
422F532C56,32C56; B1-96,2000,6/6/2000,BIM,SHL,F,48.9,62.3,2000,MALE#0027,FEMALE#001
423048393A,8393A; B1-142,2000,6/6/2000,BIM,SHL,F,50.8,64.7,2000,MALE#0023,FEMALE#003
4230555963,55963,2000,6/7/2000,BIM,SHL,M,49.6,64,2000,MALE#0021/MALE#0058,FEMALE#008
4.14E+71,8.70E+66,2000,6/7/2000,BIM,SHL,F,50.6,66.1,2000,MALE#0900,FEMALE#015
222D592208,92208,2000,6/7/2000,BIM,SHL,M,50.2,64.3,2000,MALE#0026,FEMALE#004
4137097A07,97A07,2000,6/7/2000,BIM,SHL,M,46.1,60.3,2000,MALE#0081,FEMALE#119
41370E0319,E0319; B1-113,2000,6/7/2000,BIM,SHL,F,47.6,61.8,2000,MALE#0027,FEMALE#008
41371C0231,C0231,2000,6/7/2000,BIM,SHL,F,60.6,77.8,1998,,FEMALE#009
41371F0658,F0658,2000,6/7/2000,BIM,SHL,F,57,73.1,1999,MALE#0036,34556
4142560F2B,60F2B; B1-126,2000,6/7/2000,BIM,SHL,M,51.3,65.8,1999,MALE#0012,34556
42303A0D20,A0D20,2000,6/7/2000,BIM,SHL,M,50.8,65.5,2000,MALE#0023,FEMALE#003
422F39727F,9727F,2000,6/8/2000,BIM,SHL,F,53.5,69.4,1999,MALE#0036,34556
SL2000-1,SL2000-1,2000,6/8/2000,BIM,SHL,F,49.7,64,2000,,
SL2000-2,SL2000-2,2000,6/8/2000,BIM,SHL,M,46.8,61.1,2000,MALE#0039,FEMALE#009
,DEAD50; SL2000-1,2000,6/8/2000,BIM,SHL,F,49.7,64,2000,MALE#0023,FEMALE#003
41371A2C31,A2C31,2000,6/15/2000,BIM,BACK BEACH,M,49.8,64.3,2000,MALE#5022,FEMALE#048
422F2A410A,A410A,2000,6/27/2000,BIM,NOS,F,50.8,65.3,,MALE#0092,FEMALE#005
421B745378,45378; B1-53; M-125,2000,7/3/2000,BIM,NOS,M,48.7,61.9,2000,MALE#0067,FEMALE#027
420E543525,R1-37,2000,7/8/2000,BIM,LEMONLINE,M,116,147,,,
4230372304,72304,2000,7/14/2000,BIM,SOB,M,51.5,65.1,,,FEMALE#005
421C0A336B,R1-53,2000,7/18/2000,BIM,SOB,F,44.6,57.1,2000,,
422F4C0574,R1-50,2000,7/18/2000,BIM,SOB,F,48.8,62.4,,,
4124772D1E,72D1E,2000,8/4/2000,BIM,LEMONLINE,M,132,171,,,
420E594F1C,94F1C,2000,8/5/2000,BIM,LEMONLINE,F,157,197,,,
420E462F22,R1-32,2000,8/6/2000,BIM,LEMONLINE,F,125,160,,,
422F3A645C,R1-25,2000,8/7/2000,BIM,SOB,M,50.8,64.8,,,
422F3B1262,R1-28,2000,8/7/2000,BIM,SOB,M,50.6,64.8,,,
422F4A6C00,R1-29,2000,8/7/2000,BIM,SOB,M,51.8,66,,,
422F500F31,R1-30,2000,8/7/2000,BIM,SOB,M,81.6,112.8,,,
42303B2048,R1-27,2000,8/7/2000,BIM,SOB,F,49.8,63.8,2000,,
422F493432,R1-36,2000,8/21/2000,BIM,SOB,F,48.8,62.1,,,
422F48487E,8487E; R1-39,2000,9/3/2000,BIM,NOS,F,52.6,68.5,1999,MALE#5034,FEMALE#012
4179581A1C,81A1C; R1-42,2000,9/24/2000,BIM,LEMONLINE,M,102,132,,,
417936451A,R1-34,2000,9/27/2000,BIM,LEMONLINE,M,90,113,,,
